"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","BaseName","Target","LinkType","Name","FullName","Parent","Exists","Root","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\GSI\??\???","??","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","11/27/2022 6:31:54 PM","11/27/2022 7:31:54 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\GSI\??\???","??","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\?????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","?????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","?????","System.Collections.Generic.List`1[System.String]",,"?????","C:\PROJECTS\Backup_H2\GSI\??\?????","??","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\GSI\??\???","??","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1no2nl3RD4abalan-S.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1no2nl3RD4abalan-S.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1no2nl3RD4abalan-S","System.Collections.Generic.List`1[System.String]",,"gt1no2nl3RD4abalan-S.jpg","C:\PROJECTS\Backup_H2\GSI\??\gt1no2nl3RD4abalan-S.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","11/27/2022 5:57:10 PM","11/27/2022 6:57:10 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1no2nl3RD4abcbcxax.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1no2nl3RD4abcbcxax.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1no2nl3RD4abcbcxax","System.Collections.Generic.List`1[System.String]",,"gt1no2nl3RD4abcbcxax.jpg","C:\PROJECTS\Backup_H2\GSI\??\gt1no2nl3RD4abcbcxax.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","1/17/2023 12:08:38 AM","1/16/2023 1:08:38 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1no2nl3RD4abcvaf.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1no2nl3RD4abcvaf.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1no2nl3RD4abcvaf","System.Collections.Generic.List`1[System.String]",,"gt1no2nl3RD4abcvaf.png","C:\PROJECTS\Backup_H2\GSI\??\gt1no2nl3RD4abcvaf.png",,"True",,".png","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","11/27/2022 7:26:46 PM","11/27/2022 8:26:46 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1no2nl3RD4abcvcx.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1no2nl3RD4abcvcx.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1no2nl3RD4abcvcx","System.Collections.Generic.List`1[System.String]",,"gt1no2nl3RD4abcvcx.jpg","C:\PROJECTS\Backup_H2\GSI\??\gt1no2nl3RD4abcvcx.jpg",,"True",,".jpg","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","11/27/2022 7:17:02 PM","11/27/2022 8:17:02 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1no2nl3RD4abcxkjafan.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1no2nl3RD4abcxkjafan.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1no2nl3RD4abcxkjafan","System.Collections.Generic.List`1[System.String]",,"gt1no2nl3RD4abcxkjafan.jpg","C:\PROJECTS\Backup_H2\GSI\??\gt1no2nl3RD4abcxkjafan.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","11/27/2022 5:58:18 PM","11/27/2022 6:58:18 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1no2nl3RD4abijkj.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1no2nl3RD4abijkj.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1no2nl3RD4abijkj","System.Collections.Generic.List`1[System.String]",,"gt1no2nl3RD4abijkj.jpg","C:\PROJECTS\Backup_H2\GSI\??\gt1no2nl3RD4abijkj.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","1/17/2023 6:41:08 PM","1/17/2023 7:41:08 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1no2nl3RD4adafmf.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1no2nl3RD4adafmf.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1no2nl3RD4adafmf","System.Collections.Generic.List`1[System.String]",,"gt1no2nl3RD4adafmf.png","C:\PROJECTS\Backup_H2\GSI\??\gt1no2nl3RD4adafmf.png",,"True",,".png","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","12/2/2022 2:08:04 PM","12/2/2022 3:08:04 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1no2nl3RD4afabczcx.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1no2nl3RD4afabczcx.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1no2nl3RD4afabczcx","System.Collections.Generic.List`1[System.String]",,"gt1no2nl3RD4afabczcx.jpg","C:\PROJECTS\Backup_H2\GSI\??\gt1no2nl3RD4afabczcx.jpg",,"True",,".jpg","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","11/27/2022 7:28:04 PM","11/27/2022 8:28:04 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1no2nl3RD4cvabclez.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1no2nl3RD4cvabclez.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1no2nl3RD4cvabclez","System.Collections.Generic.List`1[System.String]",,"gt1no2nl3RD4cvabclez.png","C:\PROJECTS\Backup_H2\GSI\??\gt1no2nl3RD4cvabclez.png",,"True",,".png","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","11/27/2022 7:27:22 PM","11/27/2022 8:27:22 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1no2nl3RD4cvafab-S.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1no2nl3RD4cvafab-S.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1no2nl3RD4cvafab-S","System.Collections.Generic.List`1[System.String]",,"gt1no2nl3RD4cvafab-S.jpg","C:\PROJECTS\Backup_H2\GSI\??\gt1no2nl3RD4cvafab-S.jpg",,"True",,".jpg","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","11/28/2022 12:10:04 AM","11/27/2022 1:10:04 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1no2nl3RD4edgbctadgp.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1no2nl3RD4edgbctadgp.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1no2nl3RD4edgbctadgp","System.Collections.Generic.List`1[System.String]",,"gt1no2nl3RD4edgbctadgp.jpg","C:\PROJECTS\Backup_H2\GSI\??\gt1no2nl3RD4edgbctadgp.jpg",,"True",,".jpg","6/1/2023 4:10:47 PM","6/1/2023 6:10:47 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","11/27/2022 6:02:00 PM","11/27/2022 7:02:00 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???\gt1no2MY3RD4afabctancx.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","gt1no2MY3RD4afabctancx.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1no2MY3RD4afabctancx","System.Collections.Generic.List`1[System.String]",,"gt1no2MY3RD4afabctancx.jpg","C:\PROJECTS\Backup_H2\GSI\??\???\gt1no2MY3RD4afabctancx.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","1/16/2023 11:23:02 PM","1/16/2023 12:23:02 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???\gt1no2MY3RD4anabkpah.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","gt1no2MY3RD4anabkpah.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1no2MY3RD4anabkpah","System.Collections.Generic.List`1[System.String]",,"gt1no2MY3RD4anabkpah.jpg","C:\PROJECTS\Backup_H2\GSI\??\???\gt1no2MY3RD4anabkpah.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","1/16/2023 11:22:50 PM","1/16/2023 12:22:50 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???\gt1no2MY3RD4cvabcpcx.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","gt1no2MY3RD4cvabcpcx.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1no2MY3RD4cvabcpcx","System.Collections.Generic.List`1[System.String]",,"gt1no2MY3RD4cvabcpcx.png","C:\PROJECTS\Backup_H2\GSI\??\???\gt1no2MY3RD4cvabcpcx.png",,"True",,".png","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","11/27/2022 11:40:02 PM","11/27/2022 12:40:02 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\?????\gt1no2RCG3RD4abezcx.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\?????","gt1no2RCG3RD4abezcx.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1no2RCG3RD4abezcx","System.Collections.Generic.List`1[System.String]",,"gt1no2RCG3RD4abezcx.png","C:\PROJECTS\Backup_H2\GSI\??\?????\gt1no2RCG3RD4abezcx.png",,"True",,".png","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","11/27/2022 11:26:22 PM","11/27/2022 12:26:22 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???\gt1no2CG3RD4afabcbaxcxan.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","gt1no2CG3RD4afabcbaxcxan.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1no2CG3RD4afabcbaxcxan","System.Collections.Generic.List`1[System.String]",,"gt1no2CG3RD4afabcbaxcxan.jpg","C:\PROJECTS\Backup_H2\GSI\??\???\gt1no2CG3RD4afabcbaxcxan.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","1/16/2023 11:23:46 PM","1/16/2023 12:23:46 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???\gt1no2CG3RD4afabcbaxcxan.mp4","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","gt1no2CG3RD4afabcbaxcxan.mp4","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1no2CG3RD4afabcbaxcxan","System.Collections.Generic.List`1[System.String]",,"gt1no2CG3RD4afabcbaxcxan.mp4","C:\PROJECTS\Backup_H2\GSI\??\???\gt1no2CG3RD4afabcbaxcxan.mp4",,"True",,".mp4","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","1/16/2023 11:23:52 PM","1/16/2023 12:23:52 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???\gt1no2CG3RD4cvabcxaf.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","gt1no2CG3RD4cvabcxaf.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1no2CG3RD4cvabcxaf","System.Collections.Generic.List`1[System.String]",,"gt1no2CG3RD4cvabcxaf.jpg","C:\PROJECTS\Backup_H2\GSI\??\???\gt1no2CG3RD4cvabcxaf.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","11/27/2022 5:56:58 PM","11/27/2022 6:56:58 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???\gt1no2CG3RD4czabcvaf.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","gt1no2CG3RD4czabcvaf.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1no2CG3RD4czabcvaf","System.Collections.Generic.List`1[System.String]",,"gt1no2CG3RD4czabcvaf.jpg","C:\PROJECTS\Backup_H2\GSI\??\???\gt1no2CG3RD4czabcvaf.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","11/27/2022 7:53:56 PM","11/27/2022 8:53:56 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\GSI\??\???","??","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\GSI\??\???","??","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\GSI\??\???","??","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???\gt1ya2DS3BE4abijajahkr.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","gt1ya2DS3BE4abijajahkr.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1ya2DS3BE4abijajahkr","System.Collections.Generic.List`1[System.String]",,"gt1ya2DS3BE4abijajahkr.jpg","C:\PROJECTS\Backup_H2\GSI\??\???\gt1ya2DS3BE4abijajahkr.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","11/27/2022 11:41:44 PM","11/27/2022 12:41:44 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???\gt1ya2DS3BE4abmfcx.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","gt1ya2DS3BE4abmfcx.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1ya2DS3BE4abmfcx","System.Collections.Generic.List`1[System.String]",,"gt1ya2DS3BE4abmfcx.jpg","C:\PROJECTS\Backup_H2\GSI\??\???\gt1ya2DS3BE4abmfcx.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","11/27/2022 7:21:40 PM","11/27/2022 8:21:40 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???\gt1ya2MY3BE4ijabetah.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","gt1ya2MY3BE4ijabetah.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1ya2MY3BE4ijabetah","System.Collections.Generic.List`1[System.String]",,"gt1ya2MY3BE4ijabetah.jpg","C:\PROJECTS\Backup_H2\GSI\??\???\gt1ya2MY3BE4ijabetah.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","11/28/2022 12:04:26 AM","11/27/2022 1:04:26 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???\gt1ya2CG3BE4ahabez.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","gt1ya2CG3BE4ahabez.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1ya2CG3BE4ahabez","System.Collections.Generic.List`1[System.String]",,"gt1ya2CG3BE4ahabez.jpg","C:\PROJECTS\Backup_H2\GSI\??\???\gt1ya2CG3BE4ahabez.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","11/27/2022 7:20:16 PM","11/27/2022 8:20:16 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\?\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\?","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\GSI\?\???","?","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\?\gt1ei2nl3PP4ajafcxadcz.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\?","gt1ei2nl3PP4ajafcxadcz.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1ei2nl3PP4ajafcxadcz","System.Collections.Generic.List`1[System.String]",,"gt1ei2nl3PP4ajafcxadcz.jpg","C:\PROJECTS\Backup_H2\GSI\?\gt1ei2nl3PP4ajafcxadcz.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","11/27/2022 7:31:34 PM","11/27/2022 8:31:34 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\?\???\gt1ei2MY3PP4abepefaf.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\?\???","gt1ei2MY3PP4abepefaf.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1ei2MY3PP4abepefaf","System.Collections.Generic.List`1[System.String]",,"gt1ei2MY3PP4abepefaf.jpg","C:\PROJECTS\Backup_H2\GSI\?\???\gt1ei2MY3PP4abepefaf.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:13 PM","6/1/2023 6:11:13 AM","11/28/2022 12:11:26 AM","11/27/2022 1:11:26 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\?\???\gt1ei2MY3PP4abijgpezcxgb.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\?\???","gt1ei2MY3PP4abijgpezcxgb.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1ei2MY3PP4abijgpezcxgb","System.Collections.Generic.List`1[System.String]",,"gt1ei2MY3PP4abijgpezcxgb.png","C:\PROJECTS\Backup_H2\GSI\?\???\gt1ei2MY3PP4abijgpezcxgb.png",,"True",,".png","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","1/14/2023 12:44:34 PM","1/14/2023 1:44:34 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","????","System.Collections.Generic.List`1[System.String]",,"????","C:\PROJECTS\Backup_H2\GSI\??\????","??","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 6:57:18 PM","11/27/2022 7:57:18 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","????","System.Collections.Generic.List`1[System.String]",,"????","C:\PROJECTS\Backup_H2\GSI\??\????","??","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 6:55:28 PM","11/27/2022 7:55:28 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\GSI\??\???","??","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\GSI\??\???","??","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","????","System.Collections.Generic.List`1[System.String]",,"????","C:\PROJECTS\Backup_H2\GSI\??\????","??","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","Directory"
