"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","BaseName","Target","LinkType","Name","FullName","Parent","Exists","Root","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\?????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","?????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","?????","System.Collections.Generic.List`1[System.String]",,"?????","C:\PROJECTS\Backup_H2\GSI\??\?????","??","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 6:14:18 PM","11/27/2022 7:14:18 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\GSI\??\???","??","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","12/17/2022 10:34:36 PM","12/17/2022 11:34:36 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1kino2nl3PK4abcxaf.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1kino2nl3PK4abcxaf.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1kino2nl3PK4abcxaf","System.Collections.Generic.List`1[System.String]",,"gt1kino2nl3PK4abcxaf.jpg","C:\PROJECTS\Backup_H2\GSI\??\gt1kino2nl3PK4abcxaf.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 7:16:40 PM","11/27/2022 8:16:40 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???\gt1ki2DS3PK4abajaf.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","gt1ki2DS3PK4abajaf.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1ki2DS3PK4abajaf","System.Collections.Generic.List`1[System.String]",,"gt1ki2DS3PK4abajaf.png","C:\PROJECTS\Backup_H2\GSI\??\???\gt1ki2DS3PK4abajaf.png",,"True",,".png","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 6:36:44 PM","11/27/2022 7:36:44 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???\gt1ki2DS3PK4afabef.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","gt1ki2DS3PK4afabef.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1ki2DS3PK4afabef","System.Collections.Generic.List`1[System.String]",,"gt1ki2DS3PK4afabef.jpg","C:\PROJECTS\Backup_H2\GSI\??\???\gt1ki2DS3PK4afabef.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 6:06:20 PM","11/27/2022 7:06:20 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???\gt1ki2MY3PK4abcxaf.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","gt1ki2MY3PK4abcxaf.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1ki2MY3PK4abcxaf","System.Collections.Generic.List`1[System.String]",,"gt1ki2MY3PK4abcxaf.jpg","C:\PROJECTS\Backup_H2\GSI\??\???\gt1ki2MY3PK4abcxaf.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/28/2022 12:03:02 AM","11/27/2022 1:03:02 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???\gt1ki2MY3PK4afadcxcpijcv.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","gt1ki2MY3PK4afadcxcpijcv.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1ki2MY3PK4afadcxcpijcv","System.Collections.Generic.List`1[System.String]",,"gt1ki2MY3PK4afadcxcpijcv.png","C:\PROJECTS\Backup_H2\GSI\??\???\gt1ki2MY3PK4afadcxcpijcv.png",,"True",,".png","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 6:28:12 PM","11/27/2022 7:28:12 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???\gt1ki2MY3PK4afetcrgpgb.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","gt1ki2MY3PK4afetcrgpgb.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1ki2MY3PK4afetcrgpgb","System.Collections.Generic.List`1[System.String]",,"gt1ki2MY3PK4afetcrgpgb.jpg","C:\PROJECTS\Backup_H2\GSI\??\???\gt1ki2MY3PK4afetcrgpgb.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","12/2/2022 2:15:18 PM","12/2/2022 3:15:18 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\????\gt1ki2SOL3PK4edadat)af.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\????","gt1ki2SOL3PK4edadat)af.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1ki2SOL3PK4edadat)af","System.Collections.Generic.List`1[System.String]",,"gt1ki2SOL3PK4edadat)af.jpg","C:\PROJECTS\Backup_H2\GSI\??\????\gt1ki2SOL3PK4edadat)af.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 6:13:20 PM","11/27/2022 7:13:20 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\?\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\?","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\GSI\?\???","?","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\?\?????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\?","?????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","?????","System.Collections.Generic.List`1[System.String]",,"?????","C:\PROJECTS\Backup_H2\GSI\?\?????","?","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\?\gt1jn2nl3BE4abcr.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\?","gt1jn2nl3BE4abcr.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1jn2nl3BE4abcr","System.Collections.Generic.List`1[System.String]",,"gt1jn2nl3BE4abcr.jpg","C:\PROJECTS\Backup_H2\GSI\?\gt1jn2nl3BE4abcr.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","12/2/2022 2:09:36 PM","12/2/2022 3:09:36 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\?\???\gt1jn2DS3BE4abijezajaf.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\?\???","gt1jn2DS3BE4abijezajaf.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1jn2DS3BE4abijezajaf","System.Collections.Generic.List`1[System.String]",,"gt1jn2DS3BE4abijezajaf.jpg","C:\PROJECTS\Backup_H2\GSI\?\???\gt1jn2DS3BE4abijezajaf.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 7:51:38 PM","11/27/2022 8:51:38 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\?\?????\gt1jn2CG3BE4abgpetcrgn)ct.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\?\?????","gt1jn2CG3BE4abgpetcrgn)ct.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1jn2CG3BE4abgpetcrgn)ct","System.Collections.Generic.List`1[System.String]",,"gt1jn2CG3BE4abgpetcrgn)ct.jpg","C:\PROJECTS\Backup_H2\GSI\?\?????\gt1jn2CG3BE4abgpetcrgn)ct.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 7:40:20 PM","11/27/2022 8:40:20 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\GSI\??\???","??","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\GSI\??\???","??","True","C:\","","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 6:15:26 PM","11/27/2022 7:15:26 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\?????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","?????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","?????","System.Collections.Generic.List`1[System.String]",,"?????","C:\PROJECTS\Backup_H2\GSI\??\?????","??","True","C:\","","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 6:14:18 PM","11/27/2022 7:14:18 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\GSI\??\???","??","True","C:\","","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1gu2nl3LB4abalafanch-S.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1gu2nl3LB4abalafanch-S.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1gu2nl3LB4abalafanch-S","System.Collections.Generic.List`1[System.String]",,"gt1gu2nl3LB4abalafanch-S.jpg","C:\PROJECTS\Backup_H2\GSI\??\gt1gu2nl3LB4abalafanch-S.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","12/12/2022 1:25:10 PM","12/12/2022 2:25:10 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1gu2nl3LB4abcpcxcn.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1gu2nl3LB4abcpcxcn.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1gu2nl3LB4abcpcxcn","System.Collections.Generic.List`1[System.String]",,"gt1gu2nl3LB4abcpcxcn.png","C:\PROJECTS\Backup_H2\GSI\??\gt1gu2nl3LB4abcpcxcn.png",,"True",,".png","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 11:23:24 PM","11/27/2022 12:23:24 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1gu2nl3LB4adcpcxafan.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1gu2nl3LB4adcpcxafan.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1gu2nl3LB4adcpcxafan","System.Collections.Generic.List`1[System.String]",,"gt1gu2nl3LB4adcpcxafan.png","C:\PROJECTS\Backup_H2\GSI\??\gt1gu2nl3LB4adcpcxafan.png",,"True",,".png","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 11:24:20 PM","11/27/2022 12:24:20 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1gu2nl3LB4cvabchcf-S.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1gu2nl3LB4cvabchcf-S.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1gu2nl3LB4cvabchcf-S","System.Collections.Generic.List`1[System.String]",,"gt1gu2nl3LB4cvabchcf-S.jpg","C:\PROJECTS\Backup_H2\GSI\??\gt1gu2nl3LB4cvabchcf-S.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","12/2/2022 6:57:00 PM","12/2/2022 7:57:00 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???\gt1gu2DS3LB4abktedaf.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","gt1gu2DS3LB4abktedaf.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1gu2DS3LB4abktedaf","System.Collections.Generic.List`1[System.String]",,"gt1gu2DS3LB4abktedaf.jpg","C:\PROJECTS\Backup_H2\GSI\??\???\gt1gu2DS3LB4abktedaf.jpg",,"True",,".jpg","6/1/2023 4:10:48 PM","6/1/2023 6:10:48 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 6:08:56 PM","11/27/2022 7:08:56 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???\gt1gu2CG3LB4abebafcxez.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","gt1gu2CG3LB4abebafcxez.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1gu2CG3LB4abebafcxez","System.Collections.Generic.List`1[System.String]",,"gt1gu2CG3LB4abebafcxez.png","C:\PROJECTS\Backup_H2\GSI\??\???\gt1gu2CG3LB4abebafcxez.png",,"True",,".png","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 11:51:20 PM","11/27/2022 12:51:20 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???\gt1gu2CG3LB4abebezcxaf.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","gt1gu2CG3LB4abebezcxaf.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1gu2CG3LB4abebezcxaf","System.Collections.Generic.List`1[System.String]",,"gt1gu2CG3LB4abebezcxaf.png","C:\PROJECTS\Backup_H2\GSI\??\???\gt1gu2CG3LB4abebezcxaf.png",,"True",,".png","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 11:51:12 PM","11/27/2022 12:51:12 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???\gt1gu2CG3LB4ezabcxaf.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","gt1gu2CG3LB4ezabcxaf.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1gu2CG3LB4ezabcxaf","System.Collections.Generic.List`1[System.String]",,"gt1gu2CG3LB4ezabcxaf.png","C:\PROJECTS\Backup_H2\GSI\??\???\gt1gu2CG3LB4ezabcxaf.png",,"True",,".png","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 11:51:38 PM","11/27/2022 12:51:38 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\GSI\??\???","??","True","C:\","","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 6:31:54 PM","11/27/2022 7:31:54 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\GSI\??\???","??","True","C:\","","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 6:15:26 PM","11/27/2022 7:15:26 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\?????","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","?????","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","?????","System.Collections.Generic.List`1[System.String]",,"?????","C:\PROJECTS\Backup_H2\GSI\??\?????","??","True","C:\","","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 6:14:18 PM","11/27/2022 7:14:18 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\GSI\??\???","??","True","C:\","","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1se2CG3LB4etcrabcxcp.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1se2CG3LB4etcrabcxcp.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1se2CG3LB4etcrabcxcp","System.Collections.Generic.List`1[System.String]",,"gt1se2CG3LB4etcrabcxcp.jpg","C:\PROJECTS\Backup_H2\GSI\??\gt1se2CG3LB4etcrabcxcp.jpg",,"True",,".jpg","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 6:03:36 PM","11/27/2022 7:03:36 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1se2nl3WE4abarcjcl.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1se2nl3WE4abarcjcl.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1se2nl3WE4abarcjcl","System.Collections.Generic.List`1[System.String]",,"gt1se2nl3WE4abarcjcl.png","C:\PROJECTS\Backup_H2\GSI\??\gt1se2nl3WE4abarcjcl.png",,"True",,".png","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 11:41:20 PM","11/27/2022 12:41:20 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???\gt1se2CG3LB4etcrabcxcp.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","gt1se2CG3LB4etcrabcxcp.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1se2CG3LB4etcrabcxcp","System.Collections.Generic.List`1[System.String]",,"gt1se2CG3LB4etcrabcxcp.jpg","C:\PROJECTS\Backup_H2\GSI\??\???\gt1se2CG3LB4etcrabcxcp.jpg",,"True",,".jpg","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 7:28:44 PM","11/27/2022 8:28:44 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1yo2nl3PK4afadchcz-S.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1yo2nl3PK4afadchcz-S.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1yo2nl3PK4afadchcz-S","System.Collections.Generic.List`1[System.String]",,"gt1yo2nl3PK4afadchcz-S.jpg","C:\PROJECTS\Backup_H2\GSI\??\gt1yo2nl3PK4afadchcz-S.jpg",,"True",,".jpg","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","1/4/2023 1:27:26 PM","1/4/2023 2:27:26 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\???","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","???","C","Microsoft.PowerShell.Core\FileSystem","True","d-----","???","System.Collections.Generic.List`1[System.String]",,"???","C:\PROJECTS\Backup_H2\GSI\??\???","??","True","C:\","","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:15 PM","6/1/2023 6:11:15 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1aa2nl3LB4cxctaj.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1aa2nl3LB4cxctaj.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1aa2nl3LB4cxctaj","System.Collections.Generic.List`1[System.String]",,"gt1aa2nl3LB4cxctaj.png","C:\PROJECTS\Backup_H2\GSI\??\gt1aa2nl3LB4cxctaj.png",,"True",,".png","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 5:42:32 PM","11/27/2022 6:42:32 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1aa2nl3WE4abgn-S.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1aa2nl3WE4abgn-S.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1aa2nl3WE4abgn-S","System.Collections.Generic.List`1[System.String]",,"gt1aa2nl3WE4abgn-S.jpg","C:\PROJECTS\Backup_H2\GSI\??\gt1aa2nl3WE4abgn-S.jpg",,"True",,".jpg","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 11:27:18 PM","11/27/2022 12:27:18 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1aa2nl3WE4ahclab-S.png","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1aa2nl3WE4ahclab-S.png","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1aa2nl3WE4ahclab-S","System.Collections.Generic.List`1[System.String]",,"gt1aa2nl3WE4ahclab-S.png","C:\PROJECTS\Backup_H2\GSI\??\gt1aa2nl3WE4ahclab-S.png",,"True",,".png","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 5:36:34 PM","11/27/2022 6:36:34 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??\gt1aa2nl3WE4gbadcted.jpg","Microsoft.PowerShell.Core\FileSystem::C:\PROJECTS\Backup_H2\GSI\??","gt1aa2nl3WE4gbadcted.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","gt1aa2nl3WE4gbadcted","System.Collections.Generic.List`1[System.String]",,"gt1aa2nl3WE4gbadcted.jpg","C:\PROJECTS\Backup_H2\GSI\??\gt1aa2nl3WE4gbadcted.jpg",,"True",,".jpg","6/1/2023 4:10:49 PM","6/1/2023 6:10:49 AM","6/1/2023 4:11:14 PM","6/1/2023 6:11:14 AM","11/27/2022 6:03:48 PM","11/27/2022 7:03:48 AM","Archive"
